(2109)bloqueado,(493)bloqueou,(272)bloquearam,(116)bloqueio,(94)bloquear,(80)obstruído,(67)bloqueei,(44)impedido,(39)impediu,(38)entupido,(36)bloqueamos,(34)fechado,(23)bloqueando,(22)bloqueava,	
(3927)torres,(403)Towers,(69)torre,(14)eleva-se,(14)torreões,(13)eleva,(7)sobressai,(7)colunas,	
