estrondo,boom,aumento nas vendas	/<span class="ipa dipa">bum</span>/	[sound:3001-4000-cambridge-boom.mp3]	a loud, deep sound
vício	/<span class="ipa dipa">vɑɪs</span>/	[sound:3001-4000-cambridge-vice.mp3]	something bad that someone often does
apresentação,espetáculo,desempenho,rendimento	/<span class="ipa dipa">pərˈfɔr·məns</span>/	[sound:3001-4000-cambridge-eus73498.mp3]	acting, singing, dancing, or playing music for other people to enjoy
ocasião,de vez em quando	/<span class="ipa dipa">əˈkeɪ·ʒən</span>/	[sound:3001-4000-cambridge-eus75135.mp3]	an important event
silêncio,silenciar	/<span class="ipa dipa">ˈsɑɪ·ləns</span>/	[sound:3001-4000-cambridge-silence.mp3]	a lack of sound
ópera	/<span class="ipa dipa">ˈɑ·pər·ə</span>/	[sound:3001-4000-cambridge-eus75230.mp3]	a musical play in which all or most of the words are sung
opala	/<span class="ipa dipa">ˈoʊ·pəl</span>/	[sound:3001-4000-cambridge-usomniv017.mp3]	a precious stone whose colour changes when the position of the person looking at it changes
bobagem,besteira,idiotice	/<span class="ipa dipa">ˈnɑnˌsens</span>/	[sound:3001-4000-cambridge-nonsense.mp3]	something silly and not true that someone has said or written
			
assustado,ter medo (de algo)	/<span class="ipa dipa">ˈfrɑɪ·t̬<span class="sp dsp">ə</span>nd</span>/	[sound:3001-4000-cambridge-frightened.mp3]	afraid or nervous
do/no centro (da cidade),central	/<span class="ipa dipa">ˌdɑʊnˈtɑʊn</span>/	[sound:3001-4000-cambridge-downtown.mp3]	in or to the central part or main business area of a city
			
			
			
			
			
			
azevinho	/<span class="ipa dipa">ˈhɑ·li</span>/	[sound:3001-4000-cambridge-holly.mp3]	a green bush with sharp, pointed leaves and small, red fruit
pato,abaixar-se rapidamente,desviar a cabeça ou o corpo rapidamente,esquivar-se	/<span class="ipa dipa">dʌk</span>/	[sound:3001-4000-cambridge-duck.mp3]	a bird with short legs that lives in or near water, or the meat from this bird
			
			
			
sessão	/<span class="ipa dipa">ˈseʃ·ən</span>/	[sound:3001-4000-cambridge-session.mp3]	a period during which you do one activity
			
sequestro	/<span class="ipa dipa">ˈkɪd·næp·ɪŋ</span>/	[sound:3001-4000-cambridge-uscld00774.mp3]	a crime in which someone is kidnapped
			
verdadeiro,em si,na realidade,na verdade	/<span class="ipa dipa">ˈæk·tʃu·əl</span>/	[sound:3001-4000-cambridge-actual.mp3]	real, and not guessed or imagined
girar,rodar,fiar	/<span class="ipa dipa">spɪn</span>/	[sound:3001-4000-cambridge-spin.mp3]	If something spins or you spin something, it turns around and around quickly.
clássico,típico	/<span class="ipa dipa">ˈklæs·ɪk</span>/	[sound:3001-4000-cambridge-classic.mp3]	A classic book, movie, etc. is one that has been popular for a long time and is very good.
civil,civilizado,cortês,polido	/<span class="ipa dipa">ˈsɪv·<span class="sp dsp">ə</span>l</span>/	[sound:3001-4000-cambridge-civil.mp3]	not military or religious, or relating to the ordinary people of a country
ferramenta	/<span class="ipa dipa">tul</span>/	[sound:3001-4000-cambridge-tool.mp3]	a piece of equipment that you use with your hands in order to help you do something
			
fazer as malas	/<span class="ipa dipa">ˈpæk·ɪŋ</span>/	[sound:3001-4000-cambridge-packing.mp3]	to put your things into bags or boxes when you are going on holiday or leaving the place where you live
educação,ensino,educativo,educacional	/<span class="ipa dipa">ˌedʒ·əˈkeɪ·ʃən</span>/	[sound:3001-4000-cambridge-eus75651.mp3]	teaching and learning in a school or college
			
embrulhar	/<span class="ipa dipa">ræp</span>/	[sound:3001-4000-cambridge-rap.mp3]	to cover something or someone with paper, cloth, etc.
ser obcecado por alguém/algo	/<span class="ipa dipa">əbˈsest</span>/	[sound:3001-4000-cambridge-usl30240.mp3]	to think about someone or something all the time
fruta,dar frutos	/<span class="ipa dipa">frut</span>/	[sound:3001-4000-cambridge-fruit.mp3]	things such as apples or oranges that grow on a tree or a bush, contain seeds, and can be eaten as food
torturar,tortura	/<span class="ipa dipa">ˈtɔr·tʃər</span>/	[sound:3001-4000-cambridge-torture.mp3]	to cause someone pain, often in order to make them tell you something
personalidade	/<span class="ipa dipa">ˌpɜr·səˈnæl·ə·t̬i</span>/	[sound:3001-4000-cambridge-eus73518.mp3]	the qualities that make one person different from another
localização,posição	/<span class="ipa dipa">loʊˈkeɪ·ʃən</span>/	[sound:3001-4000-cambridge-location.mp3]	a place or position
empréstimo,emprestar	/<span class="ipa dipa">loʊn</span>/	[sound:3001-4000-cambridge-loan.mp3]	money that someone borrows
esforço	/<span class="ipa dipa">ˈef·ərt</span>/	[sound:3001-4000-cambridge-effort.mp3]	an attempt to do something
			
comandante,capitão de fragata	/<span class="ipa dipa">kəˈmæn·dər</span>/	[sound:3001-4000-cambridge-commander.mp3]	an officer who is in charge of a military operation, or an officer of middle rank in the navy
			
			
			
dono,-a,proprietário	/<span class="ipa dipa">ˈoʊ·nər</span>/	[sound:3001-4000-cambridge-usl30273.mp3]	someone who owns something
fada	/<span class="ipa dipa">ˈfeər·i</span>/	[sound:3001-4000-cambridge-fairy.mp3]	an imaginary creature like a small person with wings who has magic powers
			
rede,malha,cadeia	/<span class="ipa dipa">ˈnetˌwɜrk</span>/	[sound:3001-4000-cambridge-network.mp3]	a system or group of connected parts
por	/<span class="ipa dipa">pɜr</span>/	[sound:3001-4000-cambridge-per.mp3]	for each
			
necessariamente		[sound:3001-4000-cambridge-necessarily.mp3]	used in negatives to mean ‘in every case’ or ‘therefore’
			
condado	/<span class="ipa dipa">ˈkɑʊn·t̬i</span>/	[sound:3001-4000-cambridge-eus71060.mp3]	an area of a US state that has its own government
concurso	/<span class="ipa dipa">ˈkɑn·test</span>/	[sound:3001-4000-cambridge-contest.mp3]	a competition, especially one in which individuals rather than groups are competing
jogar,largar	/<span class="ipa dipa">tʃʌk</span>/	[sound:3001-4000-cambridge-chuck.mp3]	to throw something
setenta,septuagésimo	/<span class="ipa dipa">ˈsev·ən·t̬i</span>/	[sound:3001-4000-cambridge-eus74181.mp3]	the number 70
imprimir,publicar,escrever em letra de imprensa,impressão,pegada	/<span class="ipa dipa">prɪnt</span>/	[sound:3001-4000-cambridge-print.mp3]	to make writing or images on paper or other material with a machine
hotel à beira de estrada para pessoas que viajam de carro	/<span class="ipa dipa">moʊˈtel</span>/	[sound:3001-4000-cambridge-motel.mp3]	a hotel for people who are travelling by car
particípio passado de “fall”	/<span class="ipa dipa">ˈfɔ·lən</span>/	[sound:3001-4000-cambridge-fallen_fall.mp3]	past participle of fall
diretamente,imediatamente	/<span class="ipa dipa">dəˈrekt·li</span>, <span class="ipa dipa">dɑɪˈrekt·li</span>/	[sound:3001-4000-cambridge-eus75607.mp3]	with no other person or thing involved or between
roupa de baixo,lingerie	/<span class="ipa dipa">ˈʌn·dərˌweər</span>/	[sound:3001-4000-cambridge-underwear.mp3]	the clothes that you wear next to your skin, under your other clothes
			
exausto	/<span class="ipa dipa">ɪɡˈzɔs·tɪd</span>/	[sound:3001-4000-cambridge-usexcit021.mp3]	very tired
			
			
especialmente,especificamente	/<span class="ipa dipa">pərˈtɪk·jə·lər·li</span>/	[sound:3001-4000-cambridge-particularly.mp3]	especially
			
			
seguir a pista de,rastro	/<span class="ipa dipa">treɪs</span>/	[sound:3001-4000-cambridge-trace.mp3]	to find someone or something that was lost
tocante		[sound:3001-4000-cambridge-touching.mp3]	making you feel sadness, sympathy, etc.
			
			
comitê,comissão	/<span class="ipa dipa">kəˈmɪt̬·i</span>/	[sound:3001-4000-cambridge-eus70903.mp3]	a group of people who represent a larger organization and make decisions for it
liso,suave,tranquilo,ser muito fácil,ser moleza,alisar	/<span class="ipa dipa">smuð</span>/	[sound:3001-4000-cambridge-smooth.mp3]	having a regular surface that has no holes or lumps in it
recuperação,restabelecimento,resgate	/<span class="ipa dipa">rɪˈkʌv·ər·i</span>/	[sound:3001-4000-cambridge-recovery.mp3]	the process of feeling better again after being sick or hurt
intenção	/<span class="ipa dipa">ɪnˈten·ʃən</span>/	[sound:3001-4000-cambridge-intention.mp3]	something that you want and plan to do
entrar (em),digitar,registrar,inscrever,participar de	/<span class="ipa dipa">ˈen·t̬ər</span>/	[sound:3001-4000-cambridge-enter.mp3]	to go into a place
			
cinto	/<span class="ipa dipa">belt</span>/	[sound:3001-4000-cambridge-belt.mp3]	a thin piece of leather or cloth that you wear around the middle of your body
padrão,padrão de vida,comum,usual	/<span class="ipa dipa">ˈstæn·dərd</span>/	[sound:3001-4000-cambridge-standard.mp3]	a level of quality, especially a level that is good enough
sacrifício,sacrificar	/<span class="ipa dipa">ˈsæk·rəˌfɑɪs</span>/	[sound:3001-4000-cambridge-sacrifice.mp3]	something good that you must stop having in order to achieve something
marina		[sound:3001-4000-cambridge-eus72908.mp3]	a small port that is used for pleasure rather than trade, often with hotels, restaurants, and bars
coragem	/<span class="ipa dipa">ˈkɜr·ɪdʒ</span>, <span class="ipa dipa">ˈkʌr·ɪdʒ</span>/	[sound:3001-4000-cambridge-courage.mp3]	the quality that makes you able to do dangerous or difficult things
manteiga,não é tão inocente quanto parece,passar manteiga em,untar	/<span class="ipa dipa">ˈbʌt̬·ər</span>/	[sound:3001-4000-cambridge-butter.mp3]	a soft, yellow food made from cream that you put on bread
			
			
anúncio	/<span class="ipa dipa">æd</span>/	[sound:3001-4000-cambridge-ad.mp3]	short form of advertisement
falta de algo,faltar,carecer de	/<span class="ipa dipa">læk</span>/	[sound:3001-4000-cambridge-lack.mp3]	not having something, or not having enough of something
dólar,macho,dar pinotes		[sound:3001-4000-cambridge-buck.mp3]	a dollar
			
			
			
baía	/<span class="ipa dipa">beɪ</span>/	[sound:3001-4000-cambridge-bay.mp3]	an area of coast where the land curves in
jarda,jardim,quintal	/<span class="ipa dipa">jɑrd</span>/	[sound:3001-4000-cambridge-yard.mp3]	a unit for measuring length, equal to three feet or 0.9144 metres
			
tirar,remover,afastar	/<span class="ipa dipa">rɪˈmuv</span>/	[sound:3001-4000-cambridge-remove.mp3]	to take something away
fruto de casca rija,noz,castanha,porca	/<span class="ipa dipa">nʌt</span>/	[sound:3001-4000-cambridge-nut.mp3]	the dry fruit of some trees that grows in a hard shell, and can often be eaten
			
			
depoimento	/<span class="ipa dipa">ˈtes·təˌmoʊ·ni</span>/	[sound:3001-4000-cambridge-testimony.mp3]	a statement that something is true, given in a court of law
intenso,intensamente	/<span class="ipa dipa">ɪnˈtens</span>/	[sound:3001-4000-cambridge-intense.mp3]	extreme or very strong
			
			
violência	/<span class="ipa dipa">ˈvɑɪ·ə·ləns</span>/	[sound:3001-4000-cambridge-violence.mp3]	an act of hurting or killing someone else
			
curar,sarar	/<span class="ipa dipa">hil</span>/	[sound:3001-4000-cambridge-heal.mp3]	If an injury heals, it becomes healthy again, and if something heals it, it makes it healthy again.
			
tentar,tentativa	/<span class="ipa dipa">əˈtempt</span>/	[sound:3001-4000-cambridge-attempt.mp3]	to try to do something
injusto,desleal,injustamente,injustiça,deslealdade	/<span class="ipa dipa">ʌnˈfeər</span>/	[sound:3001-4000-cambridge-unfair.mp3]	not treating people in an equal way
aliviado	/<span class="ipa dipa">rɪˈlivd</span>/	[sound:3001-4000-cambridge-relieved.mp3]	feeling happy because something bad did not happen
político,politicamente	/<span class="ipa dipa">pəˈlɪt̬·ɪ·kəl</span>/	[sound:3001-4000-cambridge-political.mp3]	relating to or involved in politics
leal,sincero,lealmente	/<span class="ipa dipa">ˈlɔɪ·əl</span>/	[sound:3001-4000-cambridge-loyal.mp3]	always liking and supporting someone or something
aproximar-se (a),chegar (a),abordar,abordagem,aproximação	/<span class="ipa dipa">əˈproʊtʃ</span>/	[sound:3001-4000-cambridge-approach.mp3]	to come close in distance or time
lentamente,devagar	/<span class="ipa dipa">ˈsloʊ·li</span>/	[sound:3001-4000-cambridge-slowly.mp3]	at a slow speed
			
normalmente	/<span class="ipa dipa">ˈnɔr·mə·li</span>/	[sound:3001-4000-cambridge-uszzzzd081.mp3]	usually
zumbir	/<span class="ipa dipa">bʌz</span>/	[sound:3001-4000-cambridge-buzz.mp3]	to make a continuous sound like a bee
bebida alcoólica,álcool	/<span class="ipa dipa">ˈæl·kəˌhɔl</span>/	[sound:3001-4000-cambridge-alcohol.mp3]	drinks such as wine and beer that can make you drunk
ator,atriz	/<span class="ipa dipa">ˈæk·tər</span>/	[sound:3001-4000-cambridge-actor.mp3]	someone who performs in plays, in movies, or on television
			
psiquiatra	/<span class="ipa dipa">sɑɪˈkɑɪ·ə·trɪst</span>/	[sound:3001-4000-cambridge-psychiatrist.mp3]	a doctor who treats people who have a mental illness
pré	/<span class="ipa dipa">ˌpri</span>/	[sound:3001-4000-cambridge-eus73668.mp3]	before (a time or an event)
sem graça,claro,cor única,simples,evidente,ser muito fácil,ser moleza,planície	/<span class="ipa dipa">pleɪn</span>/	[sound:3001-4000-cambridge-plain.mp3]	simple and not complicated
sótão	/<span class="ipa dipa">ˈæt̬·ɪk</span>/	[sound:3001-4000-cambridge-eus70366.mp3]	a room at the top of a house under the roof
			
uniforme,uniformemente	/<span class="ipa dipa">ˈju·nəˌfɔrm</span>/	[sound:3001-4000-cambridge-uniform.mp3]	a special set of clothes that are worn by people who do a particular job or by the students at some schools
apavorado,morrer de medo de algo/alguém	/<span class="ipa dipa">ˈter·əˌfɑɪd</span>/	[sound:3001-4000-cambridge-terrified.mp3]	very frightened
			
animal doméstico,bicho de estimação	/<span class="ipa dipa">pet</span>/	[sound:3001-4000-cambridge-pet.mp3]	an animal that someone keeps in their home
			
			
			
ameaçar	/<span class="ipa dipa">ˈθret̬·<span class="sp dsp">ə</span>n</span>/	[sound:3001-4000-cambridge-threaten.mp3]	to tell someone that you will do something bad to them if they do not do what you want
ensino,magistério	/<span class="ipa dipa">ˈti·tʃɪŋ</span>/	[sound:3001-4000-cambridge-teaching.mp3]	the job of being a teacher
mãe,mamãe	/<span class="ipa dipa">mʌm</span>/	[sound:3001-4000-cambridge-cald4us1520.mp3]	mother
movimento	/<span class="ipa dipa">ˈmoʊ·ʃən</span>/	[sound:3001-4000-cambridge-motion.mp3]	the action of something moving
cara,namorado		[sound:3001-4000-cambridge-fella.mp3]	a man
			
deserto	/<span class="ipa dipa">ˈdez·ərt</span>/	[sound:3001-4000-cambridge-desert_03_00.mp3]	a large, hot, dry area of land with very few plants
coleção,coletânea,acervo,coleta	/<span class="ipa dipa">kəˈlek·ʃən</span>/	[sound:3001-4000-cambridge-collection.mp3]	a group of objects of the same type that have been brought together
			
incidente	/<span class="ipa dipa">ˈɪn·sɪ·dənt</span>/	[sound:3001-4000-cambridge-incident.mp3]	something that happens, especially something bad
fracasso,falta	/<span class="ipa dipa">ˈfeɪl·jər</span>/	[sound:3001-4000-cambridge-failure.mp3]	a situation in which someone or something does not succeed
satisfeito	/<span class="ipa dipa">ˈsæt̬·əsˌfɑɪd</span>/	[sound:3001-4000-cambridge-ussatch006.mp3]	pleased because you have got what you wanted
imaginação	/<span class="ipa dipa">ɪˌmædʒ·əˈneɪ·ʃən</span>/	[sound:3001-4000-cambridge-imagination.mp3]	the ability to have ideas or pictures in your mind
fissurado,viciado,adunco	/<span class="ipa dipa">hʊkt</span>/	[sound:3001-4000-cambridge-hooked.mp3]	enjoying something so much that you are unable to stop having it, watching it, doing it, etc.
dor de cabeça,cefaleia	/<span class="ipa dipa">ˈhedˌeɪk</span>/	[sound:3001-4000-cambridge-ushaute019.mp3]	pain inside your head
			
			
			
			
oposto,contrário,no lado oposto (de),de frente,em frente (de)	/<span class="ipa dipa">ˈɑ·pə·zɪt</span>, <span class="ipa dipa">ˈɑ·pə·sɪt</span>/,/<span class="ipa dipa">ˈɑp·ə·zɪt</span>, <span class="ipa dipa">ˈɑp·ə·sɪt</span>/	[sound:3001-4000-cambridge-eus75246.mp3]	in a position facing someone or something but on the other side
			
bruto,ter uma receita bruta,render	/<span class="ipa dipa">ɡroʊs</span>/	[sound:3001-4000-cambridge-gross.mp3]	A gross amount of money has not had taxes or other costs taken from it.
dourado	/<span class="ipa dipa">ˈɡoʊl·dən</span>/	[sound:3001-4000-cambridge-golden.mp3]	being a bright yellow colour
equipamento,aparelho	/<span class="ipa dipa">ɪˈkwɪp·mənt</span>/	[sound:3001-4000-cambridge-equipment.mp3]	the things that are used for an activity or purpose
distintivo,insígnia,crachá	/<span class="ipa dipa">bædʒ</span>/	[sound:3001-4000-cambridge-badge.mp3]	a small piece of metal, plastic, cloth, etc., with words or a picture on it, that is attached to your clothes
tênis	/<span class="ipa dipa">ˈten·ɪs</span>/	[sound:3001-4000-cambridge-eus74519.mp3]	a sport in which two or four people hit a small ball to each other over a net
			
			
			
estúdio	/<span class="ipa dipa">ˈstu·di·oʊ</span>/	[sound:3001-4000-cambridge-studio.mp3]	a room where television or radio programmes or musical recordings are made
naturalmente,com naturalidade,de modo natural,por natureza	/<span class="ipa dipa">ˈnætʃ·ər·ə·li</span>/	[sound:3001-4000-cambridge-naturally.mp3]	as you would expect
particípio passado de “freeze”,congelado	/<span class="ipa dipa">ˈfroʊ·zən</span>/	[sound:3001-4000-cambridge-frozen.mp3]	past participle of freeze
			
			
			
o Partido Trabalhista australiano	/<span class="ipa dipa">ˈleɪ.bɚ</span>/	[sound:3001-4000-cambridge-labor.mp3]	the Labor Party, an Australian political party that believes in social equality and the rights of workers
glória	/<span class="ipa dipa">ˈɡlɔr·i</span>/	[sound:3001-4000-cambridge-glory.mp3]	praise and respect you get from other people for doing something very brave and good
apropriado,adequado,apropriadamente,adequadamente	/<span class="ipa dipa">əˈproʊ·pri·ət</span>/	[sound:3001-4000-cambridge-appropriate.mp3]	right for a particular situation or person
			
tronco,porta-malas,tromba,calção de banho,sunga	/<span class="ipa dipa">trʌŋk</span>/	[sound:3001-4000-cambridge-trunk.mp3]	the thick stem of a tree that the branches grow from
armado	/<span class="ipa dipa">ɑrmd</span>/	[sound:3001-4000-cambridge-armed.mp3]	carrying or using weapons
			
			
			
forma abreviada de “I don’t know”	/<span class="ipa dipa">-ˈnoʊ</span>/	[sound:3001-4000-cambridge-dunno.mp3]	short form of I don’t know
fantasia,traje típico,traje de época	/<span class="ipa dipa">ˈkɑs·tum</span>/	[sound:3001-4000-cambridge-costume.mp3]	a set of clothes worn in order to look like someone else, especially for a party, or in a movie or play
temporário,provisório,temporariamente	/<span class="ipa dipa">ˈtem·pəˌrer·i</span>/	[sound:3001-4000-cambridge-temporary.mp3]	existing or happening for only a short time
dezesseis	/<span class="ipa dipa">ˌsɪksˈtin</span>/	[sound:3001-4000-cambridge-sixteen.mp3]	the number 16
impressionante	/<span class="ipa dipa">ɪmˈpres·ɪv</span>/	[sound:3001-4000-cambridge-impressive.mp3]	Someone or something that is impressive makes you admire and respect them or it.
zona	/<span class="ipa dipa">zoʊn</span>/	[sound:3001-4000-cambridge-zone.mp3]	an area where a particular thing happens
fundo comum,bolo	/<span class="ipa dipa">ˈkɪt̬·i</span>/	[sound:3001-4000-cambridge-eus72687.mp3]	an amount of money consisting of a share from everyone in a group, used for a special purpose
			
tralhas,trastes	/<span class="ipa dipa">dʒʌŋk</span>/	[sound:3001-4000-cambridge-junk.mp3]	old or useless things that no one wants
forma abreviada de “Honourable”,forma abreviada de “honorary”	/<span class="ipa dipa">ɑːn</span>/	[sound:3001-4000-cambridge-eus75074.mp3]	abbreviation for Honourable , when used as a title
			
			
distinto de,diferente de,diferentemente de	/<span class="ipa dipa">ʌnˈlɑɪk</span>/	[sound:3001-4000-cambridge-unlike.mp3]	different from someone or something
			
piedade,clemência	/<span class="ipa dipa">ˈmɜr·si</span>/	[sound:3001-4000-cambridge-mercy.mp3]	kindness that makes you forgive someone and not punish them
descrever	/<span class="ipa dipa">dɪˈskrɑɪb</span>/	[sound:3001-4000-cambridge-describe.mp3]	to say what someone or something is like
			
padre,sacerdote	/<span class="ipa dipa">prist</span>/	[sound:3001-4000-cambridge-priest.mp3]	someone who performs religious duties and ceremonies
			
			
cabo,cabo de aço	/<span class="ipa dipa">ˈkeɪ·bəl</span>/	[sound:3001-4000-cambridge-cable.mp3]	the system of sending television programmes or phone signals along wires in the ground
			
afetar,influir em,comover,atacar	/<span class="ipa dipa">əˈfekt</span>/	[sound:3001-4000-cambridge-affect.mp3]	to cause a change in someone or something
			
que morre de fome,faminto,morto de fome	/<span class="ipa dipa">ˈstɑr·vɪŋ</span>/	[sound:3001-4000-cambridge-usstarg011.mp3]	dying because there is not enough food
			
			
felizmente,de modo feliz,com boa vontade,de bom grado	/<span class="ipa dipa">ˈhæp·ə·li</span>/	[sound:3001-4000-cambridge-happily.mp3]	in a happy way
			
merecido	/<span class="ipa dipa">dɪˈzɝːvd</span>/	[sound:3001-4000-cambridge-usdesca009.mp3]	used to refer to something that you earn or are given because of your behaviour or qualities
			
principal,primeiro	/<span class="ipa dipa">ˈli·dɪŋ</span>/	[sound:3001-4000-cambridge-leading.mp3]	very important
inteligência	/<span class="ipa dipa">ɪnˈtel·ɪ·dʒəns</span>/	[sound:3001-4000-cambridge-intelligence.mp3]	the ability to learn and understand things
anfitrião,-anfitriã,apresentador,-ora,acolher,anfitriar,apresentar	/<span class="ipa dipa">hoʊst</span>/	[sound:3001-4000-cambridge-host.mp3]	someone who is having a party
autoridade	/<span class="ipa dipa">əˈθɔr·ə·t̬i</span>/	[sound:3001-4000-cambridge-eus70382.mp3]	the official power to make decisions or control people
vigilância	/<span class="ipa dipa">sɚ-</span>/	[sound:3001-4000-cambridge-eus74445.mp3]	the careful watching of a person or place, especially by the police or army, because of a crime that has happened or is expected
vaca	/<span class="ipa dipa">kɑʊ</span>/	[sound:3001-4000-cambridge-cow.mp3]	a large female farm animal kept for milk or meat
comercial,anúncio	/<span class="ipa dipa">kəˈmɜr·ʃəl</span>/	[sound:3001-4000-cambridge-commercial.mp3]	relating to buying and selling things
admirar	/<span class="ipa dipa">ədˈmɑɪər</span>/	[sound:3001-4000-cambridge-admire.mp3]	to look at something or someone and think that he, she, or it is attractive
			
			
sombra,seguir como uma sombra	/<span class="ipa dipa">ˈʃæd·oʊ</span>/	[sound:3001-4000-cambridge-shadow.mp3]	a dark area made by something that is stopping the light
			
fundo (beneficente),fundos,recursos,financiar,custear	/<span class="ipa dipa">fʌnd</span>/	[sound:3001-4000-cambridge-fund.mp3]	an amount of money that is collected or given for a purpose
			
celeiro	/<span class="ipa dipa">bɑrn</span>/	[sound:3001-4000-cambridge-barn.mp3]	a large building on a farm where crops or animals are kept
objeto,o objetivo de algo	/<span class="ipa dipa">ˈɑb·dʒɪkt</span>/	[sound:3001-4000-cambridge-eus75092.mp3]	a thing that you can see or touch but is not alive
			
profundamente	/<span class="ipa dipa">ˈdip·li</span>/	[sound:3001-4000-cambridge-deeply.mp3]	very much
ampere	/<span class="ipa dipa">æmp</span>/	[sound:3001-4000-cambridge-amp.mp3]	a unit for measuring the strength of an electric current
			
			
			
tenso,tempo (verbal),retesar(-se)	/<span class="ipa dipa">tens</span>/	[sound:3001-4000-cambridge-tense.mp3]	nervous and not able to relax
esporte,esportes	/<span class="ipa dipa">spɔrt</span>/	[sound:3001-4000-cambridge-sport.mp3]	a game or activity that people do to keep healthy or for enjoyment, often competing against each other
caminho,rota,trajeto,rodovia	/<span class="ipa dipa">rut</span>/	[sound:3001-4000-cambridge-root.mp3]	the roads you follow to get from one place to another place
			
			
plástico,de plástico	/<span class="ipa dipa">ˈplæs·tɪk</span>/	[sound:3001-4000-cambridge-plastic.mp3]	a light substance that can be made into different shapes when it is soft and has many uses
			
			
eleição,eleições	/<span class="ipa dipa">ɪˈlek·ʃən</span>/	[sound:3001-4000-cambridge-eus71464.mp3]	an occasion when people vote in order to choose someone for a political or official job
colega de quarto,colega de apartamento	/<span class="ipa dipa">ˈrumˌmeɪt</span>/	[sound:3001-4000-cambridge-roommate.mp3]	someone you share a room with
espetar,perfurar	/<span class="ipa dipa">pɪərs</span>/	[sound:3001-4000-cambridge-pierce.mp3]	to make a hole in something using a sharp point
mortal	/<span class="ipa dipa">ˈmɔr·t̬<span class="sp dsp">ə</span>l</span>/	[sound:3001-4000-cambridge-eus73089.mp3]	not living forever
fascinante	/<span class="ipa dipa">ˈfæs·əˌneɪ·t̬ɪŋ</span>/	[sound:3001-4000-cambridge-eus71775.mp3]	very interesting
